pro,21322
ova,19961
ost,18722
pri,15226
sta,12746
pre,12057
ter,11936
eni,11917
pod,10168
kte,9603
pra,9521 
eho,9475
sti,9121
red,9103
kon,9017
nos,8557
ick,8387
sou,7541
ist,7505
edn,7429
ske,7349
odn,7251
tel,7231
ani,7224
ent,7114
str,6903
ove,6810
nov,6783
pol,6704
spo,6686
vat,6489
nim,6439
jak,6330
val,6256
dni,6251
sto,6189
tak,6175
lov,6139
